CATSFX,GENUS,SPECIES,SUBSPECIES,HYBRIDTYPE,AGE,SEX,DATE,COUNTRY,STATE,COUNTY,SPECLOC,COLLECTOR,CFIRSTNAME,COLLCATNUM,PREPARATOR,PFIRSTNAME,MASS,BODYCOND,REMARKS,DISPOS,AVAIL,SKINMEAS,EDWARDS,LATDEG,LATMIN,LONDEG,LONMIN
13915,Melospiza,melodia,rufina,,AD,M,27 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1877,Pruett,Christin L,26.3,FAT:none; MOLT:none; TE:L=10.2x7.3; SK:100% oss.; STOM:insects,skin/p.skel/tiss2/stom/guts,1230,,WCH:64.2; TL:61.9; TS:25.4; BL:9.7; BLH:5.6; BLW:5.9; SKL:33.9,Z65c050,,,,
13943,Melospiza,melodia,rufina,,AHY,M,27 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Dickerman,Robert W,UAMX1864,Pruett,Christin L,27.5,fat:none;te:l:10.6x7.6;sk:100%oss.;molt:none;stom:insects,,1230,,wch:65.4;tl:60.8;ts:24.5;bl:9.8;blh:6.0;blw:5.3;skl:34.9,Z65c050,,,,
13945,Melospiza,melodia,rufina,,AHY,M,30 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1921,Pruett,Christin L,25.5,fat:lt.;te:l:9.7x7.3;sk:100%oss.;molt:none,,1230,,wch:66.8;tl:64.5;ts:24.4;bl:10.3;blh:6.0;blw:5.0;skl:35.2,Z65c050,,,,
13913,Melospiza,melodia,rufina,,AD,M,27 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1866,Pruett,Christin L,28.9,FAT:light; MOLT:none; TE:L=10.1x7.1; SK:100% oss.; STOM:insects,skin/p.skel/tiss2/stom/guts,1230,,WCH:67.8; TL:63.3; TS:24.8; BL:9.3; BLH:6.3; BLW:5.6; SKL:34.2,Z65c050,,,,
15193,Melospiza,melodia,rufina,,AD,M,29 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1903,Topp,Carrie,24.7,TE:L=9.8X6.7; FAT:Light; SK:--; MOLT:None,"LT white, RT gray; Skin/skel/tiss2/stom/guts/swab",1230,,WCH:67.8; TL:63.8; TS:22.4; BL:10.0; BLH:6.1; BLW:5.6; SKL:39.0,Z65c050,,,,
13463,Melospiza,melodia,rufina,,AD,M,29 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1909,Maley,James M,27.2,TE:L=11.3X9.3; FAT:Moderate; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts/swab.,1230,,WCH:68.0; TL:66.0; TS:23.7; BL:10.1; BLH:6.3; BLW:5.6; SKL:35.0,Z65c050,,,,
13938,Melospiza,melodia,rufina,,AD,M,28 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1896,Topp,Carrie,28.9,fat:lt.;te:l:7.3x11.7;sk:100%oss.;molt:adventagous tail;stom:inverts,,1230,,wch:68.0;tl:68.2;ts:25.7;bl:11.2;blh:6.0;blw:5.9;skl:34.3,Z65c050,,,,
13953,Melospiza,melodia,rufina,,AHY,M,28 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Dickerman,Robert W,UAMX1888,Pruett,Christin L,28.4,TE:L=10.9X7.1; FAT:Very light; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts,1230,,WCH:68.2; TL:64.0; TS:24.3; BL:11.2; BLH:6.1; BLW:5.7; SKL:35.8,Z65c050,,,,
15086,Melospiza,melodia,rufina,,AHY,M,29 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1914,Moncrief,Heather H.,31.3,"FAT:light; TE:L:11.7x8; SK:100%; MOLT:none; STOM:inverts, veg",skin/pkel/tiss2/stom/guts/cswab,1230,,WCH:68.5; TL:65; TS:24.7; BL:9.2; BLH:6.2; BLW:5.0; SKL:33.7,Z65c050,,,,
14658,Melospiza,melodia,rufina,,AHY,M,29 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1911,Moncrief,Heather H.,28.2,"TE:L=13.0X9.3, R=11.0X8.6; FAT:Moderate; SK:100% ossified; MOLT:None",Skin/skel/tiss2/stom/guts/swab,1230,,WCH:68.6; TL:70.2; TS:22.2; BL:9.7; BLH:6.2; BLW:4.8; SKL:33.8,Z65c050,,,,
13952,Melospiza,melodia,rufina,,AD,M,28 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1895,Topp,Carrie,26.6,TE:L=11.5X7.3; FAT:None; SK:100% ossified; MOLT:None,Skin/skel/tiss2/stom/guts/swab.,1230,,WCH:69.5; TL:66.4; TS:22.4; BL:10.8; BLH:5.7; BLW:5.0; SKL:39.9,Z65c050,,,,
14714,Melospiza,melodia,rufina,,AHY,M,29 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1907,Moncrief,Heather H.,27.4,"TE:L=10.5X8.0, R=9.2X8.2; FAT:Moderate; SK:100% ossified; MOLT: None",Skin/skel/tiss2/stom/guts/swab,1230,,WCH:69.6; TL:67.1; TS:23.8; BL:9.8; BLH:6.3; BLW:4.4; SKL:33.3,Z65c050,,,,
13936,Melospiza,melodia,rufina,,AD,M,27 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1865,Topp,Carrie,28.9,fat:lt.;te:l:10.4x8.0;sk:100%oss.;molt:none;stom:inverts,"both legs broken, feathers very worn",1230,,wch:69.8;tl:68.4;bl:10;blh:6.5;blw:5.7;skl:34.5,Z65c050,,,,
13912,Melospiza,melodia,rufina,,AD,M,27 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1868,Pruett,Christin L,29.0,FAT:moderate; MOLT:none; TE:L=11.2x7.4; SK:Shot damaged; STOM:insects,skin/p.skel/tiss2/stom/guts,1230,,WCH:70.1; TL:63.4; TS:23.7; BL:9.8; BLH:6.0; BLW:5.1; SKL:34.4,Z65c050,,,,
13911,Melospiza,melodia,rufina,,AD,M,27 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1867,Rocque,Deborah A,29.2,FAT:very light; MOLT:none; TE:L=12x9; SK:100% oss.;STOM:insects,skin/p.skel/tiss2/gut/stom,1230,,WCH:71.1; TL:69.9; TS:24.7; BL:10.1; BLH:6.6; BLW:5.7; SKL:34.5,Z65c050,,,,
13937,Melospiza,melodia,rufina,,AD,M,28 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Dickerman,Robert W,UAMX1889,Topp,Carrie,27.0,fat:none;te:l:9.8x6.9;sk:100%oss.;molt:none;stom:inverts,,1230,,wch:72.6;tl:65.4;ts:24.7;bl:10.4;blh:6.1;blw:5.0;skl:33.5,Z65c050,,,,
13543,Melospiza,melodia,rufina,,JUV,F,29 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,RWD25951,Dickerman,Robert W,26.3,"Gonads not described. Moderate fat""+.""","Exchanged to Museum SW Biology, Univ New Mexico, 2001.",1020,,,Z65c050,,,,
15087,Melospiza,melodia,rufina,,HY,M,29 Jun 2001,USA,Alaska,Alexander Archipe,Prince of Wales Island,Maley,James M,UAMX1908,Moncrief,Heather H.,22.6,FAT:moderate; TE:identified; SK:unoss; MOLT:heavy all over,skin/tiss2/guts/cswab; slippage around legs/tail,1030,,,Z65c050,,,,
11824,Melospiza,melodia,rufina,,AHY,M,10 Nov 1998,USA,Alaska,Alexander Archipe,"Prince of Wales, Stoney Creek Bridge on 2050 rd",Heinl,Steven C,CLP542,Pruett,Christin L,27.5,fat:light;te:l:1.4x1.0;sk:100%oss.;molt:none;stom:invertebrates?,hab:salmon berry thickets at edge of road near creek adjacent to mature spruce-hemlock woods;collector cat no. SCH076,1230,,wch:68.9;tl:62.7;ts:20.2;bl:9.9;blh:6.1;blw:4.9;skl:34.7,Z65c050,,,,
15223,Melospiza,melodia,rufina,,HY,U,02 Aug 2000,USA,Alaska,Alexander Archipe,"Revillagigado Is., Traitors Creek",Johnson,Andrew B,ABJ067,Johnson,Andrew B,26.7,"fat:lt;no gonads ided;sk:0%oss.;molt:heavy body, mod. wing",hab:grassy marsh,1030,,,Z65c050,,,,
11517,Melospiza,melodia,rufina,,AD,M,99 Jun 1993,USA,Alaska,Alexander Archipe,"Revillagigedo I, Ketchikan, Ward Lake",Conroy,Christopher J,CLP540,Pruett,Christin L,26.3,"TE:L=11.2X7.6; FAT:None; SK:100% ossified; MOLT:None; STOM: Insects, seeds.",Snap-trapped. Skin/skel/tiss2/stom.,1230,,WCH:65.7; TL:64.2; TS:23.7; BL:9.9; BLH:6.1; BLW:5.1; SKL:33.6,Z65c050,,,,
11516,Melospiza,melodia,rufina,,AD,M,03 Aug 2000,USA,Alaska,Alexander Archipe,"Revillagigedo Island, Traitor's Creek",Johnson,Andrew B,ABJ068,Pruett,Christin L,24.2,"TE:L=5.9X4.7; FAT:Very light; SK:100% ossified; MOLT:None; STOM: Insects, seeds.",Grassy marsh. Skin/skel/tiss2/stom.,1230,,WCH:65.9; TL:70.3; TS:24.2; BL:9.3; BLH:6.2; BLW:5.1; SKL:33.7,Z65c050,,,,
11360,Melospiza,melodia,rufina,,HY,F,03 Aug 1994,USA,Alaska,Alexander Archipe,"Warren Island, Warren Cove",MacDonald,Stephen O,CLP537,Pruett,Christin L,26.0,"fat:very light;ov:amorphous;sk:unoss.;molt:heavy body molt, primaries, rectrices;stom:seeds",,1220,,wch:68.5;tl:63.9;ts:22.3;bl:9.3;blh:5.1;blw:4.9;skl:33.9,Z65c050,,,,
13917,Melospiza,melodia,rufina,,AD,F,18 Jun 1999,Canada,British Columbia,Queen Charlotte I,53 30.9N  132 19.8W,Dickerman,Robert W,RWD25340,Pruett,Christin L,29.5,"FAT:none; MOLT:none; OV:9.4x5.8,largest ova=1.4; SK:100% oss.; STOM:insects","Incubation patch, skin/p.skel/tiss2/stom/guts",1230,,WCH:66.4; TL:62.8; TS:25.0; BL:9.8; BLH:6.8; BLW:5.5; SKL:33.8,Z65c050,,,,
13910,Melospiza,melodia,rufina,,AD,M,18 Jun 1999,Canada,British Columbia,Queen Charlotte I,53 30.9N  132 19.8W,Dickerman,Robert W,RWD25341,Rocque,Deborah A,28.6,FAT:none; MOLT:none; TE:L=9x8; STOM:insects; SK:100% oss.,C.P.  skin/p.skel/tiss2/gut/stom,1230,,WCH:69.4; TL:64.3; TS:25.0; BL:10.6; BLH:6.7; BLW:5.5; SKL:35.0,Z65c050,,,,
13940,Melospiza,melodia,rufina,,AHY,F,14 Jun 1999,Canada,British Columbia,Queen Charlotte I,"Graham Is., 53deg19.3'N132deg11.5'W",Dickerman,Robert W,RWD25318,Winker,Kevin S,29.7,"fat&molt:none;ov:8.2x7.2,lgst ova 1.5, inc. patch",,1230,,wch:171.1;tl:68.8;ts:23.9;bl:10.7;blh:6.7;blw:5.4;skl:35.2,Z65c050,,,,
14013,Melospiza,melodia,rufina,,AHY,F,15 Jun 1999,Canada,British Columbia,Queen Charlotte I,Graham Island,Dickerman,Robert W,RWD25324,Johnson,Andrew B,30.5,"OV:6.1X3.3, ova 2; FAT:Moderate; SK:Fully ossified; MOLT:None",Skin/skel/tiss2/stom. Prep UAMX1062.,1230,,WCH:65.7; TL:67.4; TS:24.2; BL:10.4; BLH:6.2; BLW:4.9; SKL:34.9,Z65c050,,,,
11542,Melospiza,melodia,rufina,,AD,F,11 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2347,Winker,Kevin S,34.8,"fat:v.lt.;molt:none;ov:damaged,lgst ovum 7mm,oviduct greatly enlarged,incubation patch;stom:insects;sk:seems unoss! (can't be!)",hab:wet spot in clearcut,1230,,wch:66.6;tl:61.9;ts:22.9;bl:10.7;blh:6.1;blw:5.1;skl:34.0,Z65c050,,,,
11172,Melospiza,melodia,rufina,,AHY,F,17 Jun 1999,Canada,British Columbia,Queen Charlotte I,Graham Island,Boucher,Timothy M,TMB231,Johnson,Andrew B,32.3,"fat:light:ov:10.5x5.4,largest ovum:5.6;sk:fully ossified;molt:none;stom:unidentified",incubation patch,1230,,wch:67.8;tl:59.1;ts:24.2;bl:10.5;blh:6.4;blw:5.4;skl:35.0,Z65c050,,,,
11551,Melospiza,melodia,rufina,,AHY,F,09 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2286,Winker,Kevin S,27.3,"fat&molt:none;ov:ca. 6x3.5,lgst ova 2.5mm;sk:oss.;stom:insects and plant material",hab:second growth spruce-alder-hemlock of 10-15ft beside small pondlike-pondish depression nearly dry and with no typical pond vegetation;mate of 2287;legs pale (horn-ish);incubation patch,1230,,wch:68.3;tl:66.2;ts:22.7;bl:9.8;blh:6.2;blw:5.0;skl:34.2,Z65c050,,,,
11552,Melospiza,melodia,rufina,,AHY,M,13 Jun 1999,Canada,British Columbia,Queen Charlotte I,Graham Island,Boucher,Timothy M,TMB194,Petersen,Julie,28.9,fat:none;te:l:12.9x10.0,,1230,,wch:70.9;tl:65.3;ts:23.4;bl:10.2;blh:6.3;blw:5.1;skl:33.7,Z65c050,,,,
13919,Melospiza,melodia,rufina,,AD,M,15 Jun 1999,Canada,British Columbia,Queen Charlotte I,Graham Island,Dickerman,Robert W,RWD25323,Pruett,Christin L,28.2,"FAT:none; MOLT:none; TE:L=9.7x6.0, R=10.2x7.8; SK:100% oss.; STOM:insects","Paired with RWD825324, skin/p.skel/tiss2/stom/guts",1230,,WCH:71.1; TL:66.1; TS:24.4; BL:11.2; BLH:6.5; BLW:4.9; SKL:35.4,Z65c050,,,,
11543,Melospiza,melodia,rufina,,AHY,F,11 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2348,Winker,Kevin S,29.9,"fat:none;molt:none;ov:6.2x5.0,lgst ova ca. 1mm.;sk:oss.",hab:wet spot in clearcut;incubation patch;carrying food,1230,,wch:71.8;tl:66.4;ts:25.1;bl:10.4;blh:6.3;blw:4.9;skl:34.5,Z65c050,,,,
11550,Melospiza,melodia,rufina,,AHY,M,12 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2349,Winker,Kevin S,30.0,fat:v.lt.;molt:none;te:l:9.9x6.6;sk:oss.;stom:insects,hab:second growth spruce-hemlock of 20-30ft near small creek,1230,,wch:72.7;tl:63.3;ts:23.9;bl:10.1;blh:6.5;blw:4.6;skl:35.4,Z65c050,,,,
11179,Melospiza,melodia,rufina,,AHY,M,15 Jun 1999,Canada,British Columbia,Queen Charlotte I,Graham Island,Boucher,Timothy M,UAMX1057,Johnson,Andrew B,30.6,"fat:very light;te:r:10.6x8.0,l:10.3x8.2;sk:fully ossified;molt:none;stom:arthropods",,1230,,wch:74.3;tl:71.8;ts:25.4;bl:11.9;blh:6.8;blw:5.0;skl:36.1,Z65c050,,,,
11549,Melospiza,melodia,rufina,,AHY,M,10 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2315,Winker,Kevin S,30.1,fat:v.lt.;molt:none;sk:oss.;te:l:10.5x6.8;stom:insects and plant material?,hab:small pondlet/roadside ditch in second growth spruce-hemlock-alder forest;parent of KSW2316,1230,,wch:74.8;tl:66.7;ts:23.6;bl:10.2;blh:6.9;blw:4.3;skl:34.6,Z65c050,,,,
11546,Melospiza,melodia,rufina,,AHY,M,14 Jun 1999,Canada,British Columbia,Queen Charlotte I,Graham Island,Dickerman,Robert W,KSW3334,Winker,Kevin S,28.3,fat:none;molt:none;te:l:11.2x7.2;sk:ca. 5% unoss.,,1230,,wch:74.9;tl:68.9;ts:23.2;bl:11.0;blh:6.2;blw:4.4;skl:35.3,Z65c050,,,,
11547,Melospiza,melodia,rufina,,AHY,M,10 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2328,Winker,Kevin S,28.9,fat:v.lt.;molt:none;te:l:11.7x6.4;sk:oss.;stom:insects,"hab:second growth spruce-hemlock-alder of 10-20ft, near wet spot",1230,,wch:75.0;tl:69.8;ts:23.9;bl:10.7;blh:6.7;blw:4.1;skl:35.2,Z65c050,,,,
11544,Melospiza,melodia,rufina,,AHY,M,09 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2287,Winker,Kevin S,27.9,"fat&molt:none;te:11x7;sk:oss.;stom:insects,plant material?","hab:second growth spruce-hemlock-alder of 10-15ft beside small roadside puddle-pondish depression, nearly dry & with no typical pond vegetation;mate of KSW2286;legs dark;carrying food",1230,,wch:79.2?;tl:75.9;ts:22.9;bl:10.4;blh:6.0;blw:4.7;skl:35.1,Z65c050,,,,
11553,Melospiza,melodia,rufina,,JUV,M,10 Jun 1998,Canada,British Columbia,Queen Charlotte I,Graham Island,Winker,Kevin S,KSW2316,Winker,Kevin S,27.6,"fat:v.lt.;molt:body, tail;te:1mm;sk:unoss.;stom:insects",hab:small pondlet/roadside puddle-ditch in second growth spruce-hemlock-alder forest;offspring of KSW2315,1230,,,Z65c050,,,,
13918,Melospiza,melodia,rufina,,AD,F,15 Jun 1999,Canada,British Columbia,Queen Charlotte I,"Graham Island, 53 22.3N  132 12.1W",Boucher,Timothy M,TMB212,Pruett,Christin L,29.8,"FAT:light; MOLT:none; OV:7.3x5.4, largest ova=2.6; SK:100% oss.; STOM:insects","incubation patch, skin/p.skel/tiss2/stom/guts",1230,,WCH:67.5; TL:66.9; TS:23.7; BL:10.3; BLH:6.5; BLW:6.0; SKL:35.4,Z65c050,,,,
13909,Melospiza,melodia,rufina,,AD,M,17 Jun 1999,Canada,British Columbia,Queen Charlotte I,"Graham Island, 53 30.9N  132 19.8W",Dickerman,Robert W,RWD25337,Topp,Carrie,29.5,FAT:light; MOLT:none; TE:L=31.4x8.0; SK:100% oss.,"both wings broken, cloacal protuberence, skin/p.skel/tiss2/stom/guts",1230,,WCH:71.9; TL:68.9; TS:28.8; BL:11.1; BLH:6.2; BLW:4.9; SKL:35.4,Z65c050,,,,
13908,Melospiza,melodia,rufina,,AD,M,18 Jun 1999,Canada,British Columbia,Queen Charlotte I,"Graham Island, 53 30.9N  132 19.8W",Boucher,Timothy M,TMB235,Topp,Carrie,29.0,FAT:none; MOLT:none; TE:L=10.1x6.1; SK:100% oss. STOM:Inverts,"Tail worn, Primarie worn, cloacal protuberence skin/p.skel/tiss2/stom/guts",1230,,WCH:74.1; TL:70.5; TS:25.8; BL:10.4; BLH:6.1; BLW:4.4; SKL:34.4,Z65c050,,,,
11548,Melospiza,melodia,rufina,,AHY,M,10 Jun 1998,Canada,British Columbia,Queen Charlotte I,"Graham Island, Rennell Sound",Winker,Kevin S,KSW2322,Winker,Kevin S,30.9,fat&molt:none;te:l:9.3x5.5;stom:insects;sk:oss.,hab:seashore forest of spruce-hemlock-alder;singing by the seaside,1230,,wch:71.4;tl:63.6;ts:23.0;bl:10.4;blh:6.4;blw:4.7;skl:36.2,Z65c050,,,,
13080,Melospiza,melodia,rufina,,AHY,M,17 Jun 1999,Canada,British Columbia,Queen Charlotte I,"Graham Island, Yakoun Lake Road",Boucher,Timothy M,TMB225,Moncrief,Heather H.,28.8,"TE:L=9.2X7.5, R=8.4X7.4; FAT:Very light; SK:100% ossified; MOLT: None",5321N 13217W. Skin/skel/tiss2/stom/guts,1230,,WCH:70.6; TL:68.0; TS:24.3; BL:11.4; BLH:6.4; BLW:5.4; SKL:36.2,Z65c050,,,,
13079,Melospiza,melodia,rufina,,AHY,M,17 Jun 1999,Canada,British Columbia,Queen Charlotte I,"Graham Island, Yakoun Lake Road",Boucher,Timothy M,TMB227,Moncrief,Heather H.,30.6,"TE:L=8.6X7.6, R=8.6X7.9; FAAT:Very light; SK:100% ossified; MOLT: None",5323N 13217W. Skin/skel/tiss2/stom/guts,1230,,WCH:71.9; TL:68.5; TS:24.9; BL:11.8; BLH:7.0; BLW:5.1; SKL:36.0,Z65c050,,,,
11545,Melospiza,melodia,rufina,,AHY,F,11 Jun 1998,Canada,British Columbia,Queen Charlotte I,"Graham Island, Yakoun River ca.34km N. of QC City",Winker,Kevin S,KSW2344,Winker,Kevin S,30.9,"fat:lt.;molt:none;ov:8x5,lgst ova 1.5;sk:oss.;stom:insects and seeds",hab:riverine mixed deciduous-coniferous forest,1230,,wch:68.3;tl:60.9;ts:23.6;bl:10.1;blh:6.4;blw:4.2;skl:34.8,Z65c050,,,,
35793,Melospiza,melodia,rufina,,AD,F,27 Apr 2014,USA,Alaska,Southeast,"Prince of Wales I., Luck Lake, 55.951oN 132.7639oW",DeCicco,Lucas H,JJW2524,Withrow,Jack J,23,Fat:very light; OV:5x5; SK:100% oss.; Molt:none?;,HAB:lake edge; paired with LHD604(JJW2515); LHD605; gut saved; prep. 14 Aug 2014;,1230,,WCH:62.1; TL:59.3; TS:23.5; BL:9.4; BLH:5.6; BLW:4.7; SKL:34.3;,Z65c050,,,,
34434,Melospiza,melodia,rufina,,HY,M,03 Nov 2013,USA,Alaska,Southeast,"Prince of Wales I., S. Fork Stoney River, rd. 2050",DeCicco,Lucas H,JJW2213,Withrow,Jack J,27,Fat:trace; TE:2x2; SK:100% unoss.;,LHD581; slipping; HAB:riparian coniferous forest edge; gut saved; prep. 18 Nov 2013;,1230,,WCH:69.0; TL:63.7; TS:23.2; BL:8.9; SKL:34.2;,Z65c050,,,,
35794,Melospiza,melodia,rufina,,AHY,F,29 Apr 2014,USA,Alaska,Southeast,"Prince of Wales I., south of Ratz Harbor",DeCicco,Lucas H,JJW2510,Withrow,Jack J,24.5,"Fat:very light; OV:6x5, not well developed; SK:100% oss.;",HAB:scrub and fallen timber along shoreline; LHD618; gut saved; prep. 4 Aug 2014;,1230,,WCH:66.0; TL:63.1; TS:23.0; BL:8.9; BLH:5.8; BLW:4.7; SKL:32.9;,Z65c050,,,,
35795,Melospiza,melodia,rufina,,AHY,M,29 Apr 2014,USA,Alaska,Southeast,"Prince of Wales I., south of Ratz Harbor",DeCicco,Lucas H,JJW2485,Withrow,Jack J,26.4,Fat:very light; TE:8x5; SK:100% oss.;,LHD619; paired with LHD618 (JJW2510); cloacal protuberance; gut saved; prep. 17 July 2014;,1230,,WCH:67.2; TL:61.2; TS:24.3; BL:9.3; BLH:5.7; BLW:5.1; SKL:33.9;,Z65c050,,,,
14944,Melospiza,melodia,rufina,,AD,M,29 Jun 2001,USA,Alaska,Southeast,Prince of Wales Island,Maley,James M,UAMX1913,Pruett,Christin L,28.4,FAT:light; TE:L=8.0x5.5; SK:100% oss.; MOLT:none; STOM:insects,SKIN/p.skel/tiss2/stom/gut,1230,,WCH:65.1; TL:65.4; TS:25.9; BL:9.9; BLH:5.8; BLW:4.7; SKL:33.9,Z65c050,,,,
14945,Melospiza,melodia,rufina,,AD,F,29 Jun 2001,USA,Alaska,Southeast,Prince of Wales Island,Maley,James M,UAMX1912,Moncrief,Heather H.,30.0,FAT:moderate; OV:8.7x5.0; SK:100% oss.; MOLT:none; STOM:insects,c.swab/skin/p.skel/stom/guts/tiss2,1230,,WCH:67.5; TL:69.0; TS:23.2; BL:10.2; BLH:6.6; BLW:5.3;SKL:34.7,Z65c050,,,,
14942,Melospiza,melodia,rufina,,AD,M,29 Jun 2001,USA,Alaska,Southeast,Prince of Wales Island,Maley,James M,UAMX1906,Topp,Carrie,24.8,FAT:light; MOLT:none; STOM:inverts; TE:L=10x6.2; SK:100%oss.;,1 short tail feather (not growing),1230,,WCH:70.8; TL:66.4; TS:23.6; BL:9.5; BLH:6.5; BLW:5.1; SKL:33.3,Z65c050,,,,
14943,Melospiza,melodia,rufina,,AD,M,24 Jun 2001,USA,Alaska,Southeast,Prince of Wales Island,Dickerman,Robert W,UAMX1904,Topp,Carrie,26.2,FAT:light; MOLT:none; TE:L=10.8x7.9; SK:100% oss.; STOM:inverts,,1230,,WCH:70; TL:66; TS:23.7; BL:9.8; BLH:6.7; BLW:5.5; SKL:34.6,Z65c050,,,,
9528,Melospiza,melodia,sanaka,,HY,F?,01 Jul 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP174,Pruett,Christin L,36.6,OV:Oviduct seen?  FAT:Light; SK:Unossified; MOLT:Primaries and rectrices in sheath; STOM:Insects,HAB:Coastal cliffside,1230,,WCH:75.9; TL:71.4; TS:23.8; BL:10.1; BLH:6.3; BLW:6.2; SKL:34.8,Z65c050,,,,
11365,Melospiza,melodia,sanaka,,HY,M?,30 Jun 1999,USA,Alaska,Alaska Peninsula,King Cove,Pruett,Christin L,CLP165,Pruett,Christin L,43.4,"fat:light;te:left testes visible?;sk:unoss.;molt:rectrices, primaries;stom:insects and seeds",hab:coastal cliffs;bill shot damaged,1220,,wch:77.3;tl:68.2;ts:27.6;bl:10.2;blh:-;blw:5.4;skl:33.3,Z65c050,,,,
9321,Melospiza,melodia,sanaka,,AHY,F,30 Jun 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP168,Spellman,Garth M,46.1,"OV:10.4X8.9, ova to 3.8; FAT:Light; SK:100% ossified; MOLT:None; STOM:Snails",Cloacal swab.,1230,,WCH:77.5; TL:78.5; TS:25.7; BL:12.2; BLH:7.2; BLW:5.2; SKL:39.4,Z65c050,,,,
11230,Melospiza,melodia,sanaka,,AD,F,01 Jul 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP172,Braile,Thomas M,41.3,OV:Identified; FAT:Light; SK:Ossified; MOLT:None,Skin/skel/tiss2/stom/guts/swab.,1230,,WCH:79.6; TL:70.2; TS:26.8; BL:14.7; BLH:7.6; BLW:6.8; SKL:38.3,Z65c050,,,,
11823,Melospiza,melodia,sanaka,,HY,M,01 Jul 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP170,Pruett,Christin L,39.7,"fat:very light;te:r:1.6x1.1;sk:?shot;molt:heavy body molt, rectrices;stom:insects","hab:coastal cliffside;shot very hard, bill shot off",1030,,wch:80.3;tl:73.0;ts:27.4;bl:-;blh:-;blw:-;skl:-,Z65c050,,,,
11389,Melospiza,melodia,sanaka,,HY,M,30 Jun 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP166,Pruett,Christin L,43.3,"fat:very light;te:l:1.8x1.5;sk:unoss.;molt:heavy body, primaries, rectrices;stom:invertebrates",hab:coastal cliffs,1220,,wch:81.7;tl:65.6;ts:29.3;bl:9.0;blh:6.3;blw:5.0;skl:35.2,Z65c050,,,,
11381,Melospiza,melodia,sanaka,,AHY,M,01 Jul 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP173,Pruett,Christin L,44.5,fat:very light;te:l:9.9x7.2;sk:100%oss.;molt:none;stom:insects,hab:coastal cliffside,1230,,wch:81.8;tl:78.8;ts:27.4;bl:12.3;blh:6.9;blw:5.2;skl:38.4,Z65c050,,,,
11362,Melospiza,melodia,sanaka,,AHY,M,30 Jun 1999,USA,Alaska,Alaska Peninsula,King Cove,Spellman,Garth M,CLP167,Pruett,Christin L,43.3,fat:none;te:l:11.3x6.7;sk:100%oss.;molt:none;stom:insects,hab:coastal cliffs,1230,,wch:82.1;tl:74.0;ts:25.3;bl:12.2;blh:6.4;blw:5.1;skl:39.2,Z65c050,,,,
